rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/dracula_untold,Sarah Marrs,False,Cinesnark,Rotten,,2017-10-18,"You made a vampire movie with no gore: Congratulations, you're Twilight."
m/dracula_untold,Reagan Gavin Rasquinha,False,The Times of India,Fresh,3/5,2017-11-11,"This is essentially Evans's vehicle. His version of Dracula is action-oriented rather than horrifying and creepy. And keeping that in mind, he manages, in most parts, to get his teeth into the substance of Count Dracula's legend convincingly enough."
m/dracula_untold,Josh Terry,False,Deseret News (Salt Lake City),Fresh,,2017-11-28,"It's the whole ""family man"" thing that makes this film such a strange ride."
m/dracula_untold,Robert Kojder,False,Flickering Myth,Rotten,2/5,2017-12-02,"It doesn't matter if the rumors of Universal wanting a cinematic universe based on their mythological horror monsters is true or not, this movie killed whatever chance that had of happening."
m/dracula_untold,Sebastian Zavala Kahn,False,Cinencuentro,Fresh,3/4,2018-01-30,"If you start watching it knowing full well it's not going to be a horror picture, you can have a pretty good time. [Full Review in Spanish]"
m/dracula_untold,Annalee Newitz,False,io9.com,Fresh,,2018-05-23,You can't really have a better B-movie experience than Dracula Untold.
m/dracula_untold,Chloe Leeson,False,Screen Queens,Rotten,,2018-08-24,"As long as you don't really associate Untold with any previous Dracula renditions or think about the history behind it, then it's a relatively fun and painless popcorn-munching storm."
m/dracula_untold,Aaron Peterson,False,The Hollywood Outsider,Rotten,5/10,2018-10-24,"[Dracula Untold] gives us a nonsensical picture of a tortured hero, forced by nobility into his life of mutilation. Even with stellar performances, it is a story that was better off Untold."
m/dracula_untold,Jennifer Heaton,False,Alternative Lens,Rotten,4/10,2018-11-01,Dracula Untold tries to do something different with the character's mythology but buckles from trying to do too much in too little time.
m/dracula_untold,Abbie Bernstein,False,Assignment X,Fresh,B,2019-01-10,"Dracula Untold has its flaws, but when it works, it soars like a flock of bats."
m/dracula_untold,Micheal Compton,False,Bowling Green Daily News,Rotten,C,2019-01-25,"Dracula Untold has a surprisingly soft bite -- succumbing to PG-13 level violence. It's a movie that clearly allowed the film to expand to a larger audience, but it also takes away some of the suspense and menace."
m/dracula_untold,Paula Fleri-Soler,False,Times of Malta,Rotten,,2019-02-27,"Sometimes, what a film needs is a good script, and this proves that some stories are probably best left untold."
m/dracula_untold,Ellena Zellhuber-McMillan,False,One Room With A View,Rotten,2/5,2019-06-15,The film that has the potential to soar is thwarted by its saccharine moments and a lack of directorial confidence.
m/dracula_untold,Ryan Syrek,False,"The Reader (Omaha, NE)",Rotten,C,2019-07-30,"Like a mix between Braveheart and a literal bat-man, Transylvania's favorite son has been reformatted and given a plot full of the worst moments from The Lord of the Rings series."
m/dracula_untold,Nicholas Bell,False,IONCINEMA.com,Rotten,2/5,2019-09-06,Neither Luke Evans nor his action star physique has the prowess to make Dracula Untold anything more than a series of pretty but empty headed action sequences.
m/dracula_untold,Debbie Lynn Elias,False,Behind The Lens,Fresh,,2019-12-14,"An origin story that is fresh in ideology, painting a different and previously unseen picture of Vlad, a very human portrait of a man forced to face his own mortality and humanity out of love, leading him to his ultimate destiny."
m/dracula_untold,Chris McCoy,False,Memphis Flyer,Rotten,,2020-01-08,"I love a good antihero as much as the next critic, but Dracula's just not hero material. Even when he's awkwardly crammed into a heroic role, he doesn't behave heroically. He behaves like Vlad The Impaler, and we're supposed to cheer his brutality."
m/dracula_untold,Allen Almachar,False,The MacGuffin,Rotten,C+,2020-07-17,"Even though this is a silly and absurd retelling of the popular legend, you know what else it is? It's also a lot of fun."
m/draculas_daughter,Ryan Cracknell,False,Apollo Guide,Rotten,65/100,2001-08-21,
m/draculas_daughter,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,4.5/5,2002-07-30,"A fine fadeout on the best period the horror genre ever had. That things would never be quite this way again, however, makes it a slightly bittersweet experience."
m/draculas_daughter,Bob Bloom,False,"Journal and Courier (Lafayette, IN)",Fresh,3/5,2003-03-06,A mournful and somber sequel that is more atmosphere than horror.
m/draculas_daughter,Carol Cling,False,Las Vegas Review-Journal,Fresh,3/5,2004-04-16,
m/draculas_daughter,Walter Chaw,False,Film Freak Central,Fresh,3.5/4,2004-06-05,"On a large budget and high hopes, Dracula's Daughter exceeds expectations with its methodical pacing and oppressive, melancholic tone."
m/draculas_daughter,"Michael W. Phillips, Jr.",False,Goatdog's Movies,Fresh,3/5,2005-05-01,"Although it is a marked improvement on the original film, it's still a bit of a snooze, relying too much on forced comedy and not enough on suspense or fright."
m/draculas_daughter,Emanuel Levy,False,EmanuelLevy.Com,Rotten,2/5,2005-08-16,
m/draculas_daughter,David Cornelius,False,eFilmCritic.com,Rotten,2/5,2005-10-12,"The film is so clumsy and so off the mark that it winds up being a throwaway piece, something for Universal Monster completists only."
m/draculas_daughter,Frank S. Nugent,True,New York Times,Fresh,,2006-03-25,A cute little horror picture. Be sure and bring the kiddies.
m/draculas_daughter,David Thompson,True,Time Out,Fresh,,2006-06-24,"Apart from its haunting, low-key mood, the film is also notable for its subtle suggestion (hardly expected from a former director of B Westerns) of the lesbian nature of the female vampire."
m/draculas_daughter,Steve Crum,False,Video-Reviewmaster.com,Rotten,2/5,2008-03-22,"Atmospheric, early Universal horror starring Otto Kruger, Gloria Holden."
m/draculas_daughter,Steve Biodrowski,False,Cinefantastique,Rotten,,2008-11-24,Wildly over-rated.
m/draculas_daughter,Tim Brayton,False,Antagony & Ecstasy,Rotten,5/10,2009-10-18,"Dracula's daughter herself is strange and memorable,far better than the tawdry B-movie in which she made her first and last appearance."
m/draculas_daughter,Fernando F. Croce,False,CinePassion,Fresh,,2010-02-05,The shift from Stoker to Le Fanu remains unmistakable
m/draculas_daughter,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B+,2012-12-07,A worthy sequel to Tod Browning's Dracula (1931).
m/draculas_daughter,Paul Chambers,False,Movie Chambers,Rotten,C,2014-10-26,Bit of a bore with Count Dracula nowhere in sight. His daughter reluctantly bares her fangs. Can vampires even have children?
m/draculas_daughter,J. R. Jones,True,Chicago Reader,Rotten,,2018-12-28,This 1936 release suffers from the absence of Bela Lugosi and the graceless hand of silent-western director Lambert Hillyer.
m/draculas_daughter,Film4 Staff,False,Film4,Fresh,,2018-12-28,"That rare thing, a sequel of true merit."
m/draculas_daughter,Alan Jones,False,Radio Times,Fresh,3/5,2018-12-28,"Moody, beautifully shot and saturated in an atmosphere of bleak hopelessness."
m/draculas_daughter,TV Guide Staff,False,TV Guide,Rotten,2/5,2018-12-28,Unsatisfying sequel to Dracula.
m/horror_of_dracula,John J. Puccio,False,Movie Metropolis,Fresh,7/10,2002-10-27,"He creates a count at once ominous and aristocratic, a demon who's scary and noble at the same time.... When Lee bares his fangs, he is the ultimate Count Dracula."
m/horror_of_dracula,"Michael W. Phillips, Jr.",False,Goatdog's Movies,Fresh,3.5/5,2003-05-04,"A delightful horror film, scary enough that the campy aspects of it don't overwhelm you."
m/horror_of_dracula,Pablo Villaça,False,Cinema em Cena,Rotten,1/5,2003-07-25,"Esta pssima adaptao do livro de Bram Stoker marcou a primeira apario de Christopher Lee como Drcula - e ele at assusta, apesar de aparecer pouco no filme."
m/horror_of_dracula,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,4/5,2003-08-14,"The film's impact in 1958 may be a little hard to understand today, but it remains a handsome, entertaining and reasonably exciting film."
m/horror_of_dracula,Carol Cling,False,Las Vegas Review-Journal,Fresh,4/5,2003-08-22,
m/horror_of_dracula,Gregory Weinkauf,False,New Times,Fresh,5/5,2003-08-24,Mandatory.
m/horror_of_dracula,Frank Swietek,False,One Guy's Opinion,Fresh,3/5,2004-07-24,
m/horror_of_dracula,Steve Crum,False,Kansas City Kansan,Fresh,4/5,2004-10-14,One of the great Hammer horrors!
m/horror_of_dracula,Nick Schager,False,Lessons of Darkness,Fresh,B+,2005-05-04,The most tantalizingly creepy entry in [Hammer's] series of cinematic nightmares.
m/horror_of_dracula,Emanuel Levy,False,EmanuelLevy.Com,Fresh,3/5,2005-08-11,
m/horror_of_dracula,Rob Vaux,False,Flipside Movie Emporium,Fresh,4/5,2005-09-02,"One of Hammer's best outings, with Christopher Lee adding an indelible mark to the Dracula legacy"
m/horror_of_dracula,Jon Niccum,False,Lawrence Journal-World,Fresh,5/5,2005-10-28,The best of the Hammer horror collection
m/horror_of_dracula,David Pirie,True,Time Out,Rotten,,2006-01-26,Parts have worn less well.
m/horror_of_dracula,A.H. Weiler,True,New York Times,Rotten,,2006-03-25,"Perhaps the constant hunt for hemoglobin is slowing our villain down, for this time there are strong indications that the once gory plot is showing definite signs of anemia."
m/horror_of_dracula,Tony Williams,False,Senses of Cinema,Fresh,,2006-05-20,"Unlike many examples of British mainstream cinema, it is not a ""museum"" piece, still retaining its power to shock on historical and generic levels."
m/horror_of_dracula,Cole Smithey,False,ColeSmithey.com,Fresh,4/5,2007-07-21,Drink the blood of the Master!
m/horror_of_dracula,Variety Staff,True,Variety,Fresh,,2007-09-23,Both director Terence Fisher as well as the cast have taken a serious approach to the macabre theme that adds up to lotsa tension and suspense.
m/horror_of_dracula,TV Guide Staff,False,TV Guide,Fresh,4/5,2007-09-23,Bloody well done. Hammer finally gave the Dracula legend the treatment it deserved here.
m/horror_of_dracula,Jamie Russell,True,BBC.com,Fresh,5/5,2007-10-09,"A film that deserves recognition as one of this country's finest horror movies, a sexually charged Gothic nightmare featuring standout performances from Hammer stalwarts Lee and Peter Cushing, who stars as vampire hunter Van Helsing."
m/horror_of_dracula,David Jenkins,True,Time Out,Fresh,4/5,2007-11-01,Christopher Lee's Dracula is a menacing and complex presence who never lets his fangs and cape dominate.
m/horror_of_dracula,Alan Morrison,False,Empire Magazine,Fresh,4/5,2007-11-01,It may have slipped from an X rating to a 12A but this is still a potent adaptation of Bran Stoker's eternal monster.
m/horror_of_dracula,Film4 Staff,False,Film4,Fresh,4/5,2007-11-02,A great British horror film with bite.
m/horror_of_dracula,Stefan Birgir Stefansson,False,sbs.is,Fresh,4/4,2008-05-08,lee is dracula
m/horror_of_dracula,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2008-05-16,It was for a long time regarded by horror fans as the finest horror film ever made.
m/horror_of_dracula,Tim Brayton,False,Antagony & Ecstasy,Fresh,9/10,2008-10-04,"There will never be a greater vampire film than Nosferatu or Vampyr, not ever. But Hammer's Dracula puts up a strong fight to come in at third place."
m/horror_of_dracula,Steve Biodrowski,False,Cinefantastique,Fresh,,2008-11-24,Easily ranks in the pantheon of genre classics.
m/horror_of_dracula,Jeffrey M. Anderson,False,Combustible Celluloid,Fresh,,2009-02-20,"Follows the Bram Stoker novel as loosely as any other adaptation up to that time, though this one is much leaner and meaner."
m/horror_of_dracula,Dave Kehr,True,Chicago Reader,Fresh,,2009-10-19,"This Grand Guignol treatment bowled people over in the 50s, and it still yields some potent shocks."
m/horror_of_dracula,MFB Critics,False,Monthly Film Bulletin,Fresh,,2012-02-23,"Photographed in colour by Britain's specialists in horror fantasy, this new adaptation of Bram Stoker's classic achieves effective climaxes, and the staging could hardly be better."
m/horror_of_dracula,Peter Bradshaw,True,Guardian,Fresh,3/5,2012-10-09,"This Hammer classic will be good for a laugh, and some shivers."
m/horror_of_dracula,,False,Total Film,Fresh,,2012-10-09,"A gore-splattered melodrama steeped in menace, eroticism and repressed sexuality."
m/horror_of_dracula,Alan Jones,False,Radio Times,Fresh,5/5,2013-10-07,Bram Stoker's terrifying vampire creation becomes a modern classic in the adept hands of the House of Hammer.
m/horror_of_dracula,Isabel Quigly,False,The Spectator,Rotten,,2018-07-13,"At its first showing in a public, non-specialised cinema so many people fainted that it had to be taken off. Well, here you have it red and juicy and over-lifesize as ketchup. Who wants it? Someone, I suppose."
m/horror_of_dracula,Chris Alexander,False,Alexander On Film,Fresh,,2018-07-23,"Lee is effortlessly cool, fluid and dangerous..."
m/horror_of_dracula,Matt Brunson,False,Film Frenzy,Fresh,3.5/4,2018-12-22,A mesmerizing achievement from start to finish.
m/horror_of_dracula,Clyde Gilmour,False,Maclean's Magazine,Fresh,,2019-10-31,"Morbid and ghoulish though it is, the picture at least has the merit of taking its hideous story quite seriously."
m/horror_of_dracula,Sergio Benítez,False,Espinof,Fresh,,2020-05-07,A film which the passage of the years has managed to put in its place as one of the best horror titles of all time. [Full Review in Spanish]
m/horror_of_dracula,Times (UK) Staff,True,Times (UK),Fresh,,2020-07-31,"Altogether this is a horrific film, and sometimes a crude film. but by no means an unimpressive piece of melodramatic story-telling."
m/horror_of_dracula,Claudia Andrei,False,Electric Sheep,Fresh,,2020-10-13,"Not only Hammer's first take on the Bram Stoker classic, but undoubtedly its finest."
m/horror_of_dracula,P.S. Harrison,False,Harrison's Reports,Fresh,,2020-10-13,"Of all the Dracula horror pictures thus far produced, this one, made in Britain and photographed in Technicolor, tops them all. Its shock impact is, in fact, so great that it may well be considered as one of the best horror films ever made."
m/house_of_dracula,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,4/5,2002-07-30,A lot of fun and an OK end to the studio's glory days.
m/house_of_dracula,Film4 Staff,False,Film4,Rotten,,2003-05-24,This becomes just a silly excuse to provide audiences with cheap scares.
m/house_of_dracula,Carol Cling,False,Las Vegas Review-Journal,Fresh,3/5,2004-03-19,
m/house_of_dracula,"Michael W. Phillips, Jr.",False,Goatdog's Movies,Rotten,2.5/5,2006-01-01,"There's no mystery here, no suspense or atmosphere."
m/house_of_dracula,Cole Smithey,False,ColeSmithey.com,Fresh,5/5,2007-09-30,Lon Chaney lives!
m/house_of_dracula,Variety Staff,True,Variety,Rotten,,2009-03-26,A nifty thriller for the chiller trade.
m/house_of_dracula,Tim Brayton,False,Antagony & Ecstasy,Fresh,6/10,2009-10-31,"At least the weirdness gives it a surprising, fresh edge that might as well pass for good by this point in the cycle."
m/house_of_dracula,Paul Chambers,False,Movie Chambers,Rotten,D-,2014-10-26,"Another monsterpalooza. But, this time, a major bore."
m/house_of_dracula,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2015-09-22,Lively and entertaining.
m/nosferatu,Keith H. Brown,False,Edinburgh U Film Society,Fresh,,2000-01-01,"F.W. Murnau's Nosferatu, A Symphony of Horror still has the power to chill the viewer, due in no small part to the amazing Max Schreck in the title role."
m/nosferatu,Ali Barclay,True,BBC.com,Fresh,5/5,2000-01-01,"While it clearly moves at a slower pace than most modern films, it is still one of the most beautiful and atmospheric horror pictures ever made."
m/nosferatu,James Berardinelli,True,ReelViews,Fresh,3.5/4,2000-01-01,"As vampire movies go, few are more memorable than Nosferatu, which is not only the first screen version of Dracula, but, in some ways, remains the best."
m/nosferatu,,False,TV Guide,Fresh,5/5,2000-01-01,"In the scores of vampire films that have followed Nosferatu in the subsequent decades, none have been able to match its physical beauty, its intensity of vision, or its grasp of true evil."
m/nosferatu,Roger Ebert,True,Chicago Sun-Times,Fresh,4/4,2000-01-01,"It doesn't scare us, but it haunts us. It shows not that vampires can jump out of shadows, but that evil can grow there, nourished on death."
m/nosferatu,Ted Prigge,False,rec.arts.movies.reviews,Fresh,4/4,2000-01-01,"One of the most haunting, atmospheric films I've ever seen."
m/nosferatu,Christopher Null,False,Filmcritic.com,Rotten,2.5/5,2001-03-07,"Nosferatu earns its place in the cinematic archives, but its accessibility to modern viewers is surely all but lost."
m/nosferatu,Dan Jardine,False,Apollo Guide,Fresh,85/100,2001-03-22,"Like the message, the acting will strike contemporary audiences as near hysterical, yet the actors' expressionism is a perfect fit for the expressionism of the filmmaker."
m/nosferatu,Michael Koller,False,Senses of Cinema,Fresh,,2001-05-30,"Based illegally on Bram Stoker's Dracula, F. W. Murnau's film is undeniably the best and probably the most faithful of the myriad of films based on the novel."
m/nosferatu,Keith H. Brown,False,iofilm.co.uk,Fresh,4/5,2002-02-11,"The movie's two main strengths are Max Schreck's compelling performance, as the eerily inhuman vampire, and Murnau's unparallelled ability to blend naturalistic and expressionistic elements."
m/nosferatu,John A. Nesbit,False,Old School Reviews,Fresh,A,2002-04-12,Nosferatu stills could easily fill a solid wing at an art gallery-they wouldn't be out of place at the MOMA right next to its Picassos.
m/nosferatu,David Keyes,False,Cinemaphile.org,Fresh,4/4,2002-06-22,"...an achievement that reminds us that the simple, structured approaches towards the legend of Dracula are the ones that really terrify."
m/nosferatu,Jeffrey M. Anderson,False,Combustible Celluloid,Fresh,4/4,2002-10-22,Brilliant artistry.
m/nosferatu,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,A,2002-10-31,This classic horror film is like a fine wine that only gets better with age...
m/nosferatu,Tony Toscano,False,Talking Pictures (U.S.),Fresh,4/5,2002-12-01,
m/nosferatu,Christopher Varney,False,Film Threat,Fresh,5/5,2002-12-08,"A silent landmark that forged a genre through basic, often crude techniques of light, shadow, and special effects."
m/nosferatu,Mark Palermo,False,"The Coast (Halifax, Nova Scotia)",Fresh,5/5,2003-01-30,
m/nosferatu,Linda Cook,False,"Quad City Times (Davenport, IA)",Fresh,5/5,2003-02-09,
m/nosferatu,Marjorie Baumgarten,False,Austin Chronicle,Fresh,,2003-03-10,"In the realm of vampire films, this 1922 silent is the original motherlode. No one since has matched vampire Max Schreck's creepy loathsomeness."
m/nosferatu,Matt Brunson,False,Creative Loafing,Fresh,5/5,2003-04-30,
m/nosferatu,Jeffrey Westhoff,False,"Northwest Herald (Crystal Lake, IL)",Fresh,5/5,2003-05-30,
m/nosferatu,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,5/5,2003-08-13,Essential classic Murnau Dracula film. Still the creepiest version.
m/nosferatu,Nick Davis,False,Nick's Flick Picks,Fresh,5/5,2003-10-11,"The best, eeriest, most formally clever retelling of one of cinema's favorite stories."
m/nosferatu,Steven D. Greydanus,False,Decent Films Guide,Fresh,A-,2003-11-03,"Almost unique in imagining a vampire who is not darkly attractive, but corpselike and ghastly the imagery resists allegorization, remaining simply, unsettlingly, itself."
m/nosferatu,James Kendrick,False,Q Network Film Desk,Fresh,3.5/4,2004-01-21,A groundbreaking gothic film whose creative camerawork and dark cinematography is still copied in the movies of today.
m/nosferatu,Rich Cline,False,Shadows on the Wall,Fresh,5/5,2004-02-13,
m/nosferatu,Gregory Weinkauf,False,New Times,Fresh,5/5,2004-10-20,The plot was stolen (from Stoker) without recompense. Also set lasting standards for horror film and film in general.
m/nosferatu,Philip Martin,False,Arkansas Democrat-Gazette,Fresh,4/5,2005-01-07,
m/nosferatu,Greg Maki,False,"Star-Democrat (Easton, MD)",Fresh,5/5,2005-02-11,
m/nosferatu,Emanuel Levy,False,EmanuelLevy.Com,Fresh,5/5,2005-06-19,
m/nosferatu,Kevin Carr,False,7M Pictures,Fresh,5/5,2005-07-22,A classic vampire experience!
m/nosferatu,David Cornelius,False,eFilmCritic.com,Fresh,3/5,2005-10-01,"It's a visual marvel and a inventive landmark in filmmaking history, but it's also a bit too empty."
m/nosferatu,Thomas Delapa,False,Boulder Weekly,Fresh,3.5/4,2006-09-26,"Murnau's horror masterwork features a treasure-trove of silent film techniques, unearthly locations and a truly horrid vampire played by Max Schreck."
m/nosferatu,Cole Smithey,False,ColeSmithey.com,Fresh,5/5,2007-05-05,"Freaky, lovely and very frightening."
m/nosferatu,Neil Cohen,False,Echo Magazine,Fresh,4/5,2007-07-29,
m/nosferatu,Geoff Andrew,True,Time Out,Fresh,,2007-08-16,"Murnau's classic vampire movie, though not his best film, remains one of the most poetic of all horror films."
m/nosferatu,Kim Newman,False,Empire Magazine,Fresh,5/5,2007-09-19,A visual and emotional treat.
m/nosferatu,Anton Bitel,False,Film4,Fresh,,2007-09-19,FW Murnau's expressionist horror - and the world's first vampire film - still casts its long shadow over the history of both Germany and cinema
m/nosferatu,Jonathan Rosenbaum,True,Chicago Reader,Fresh,,2007-09-19,The film shows Murnau's uncanny mixture of expressionism and location shooting at its finest.
m/nosferatu,Dave Kehr,True,Chicago Reader,Fresh,,2007-09-19,A masterpiece of the German silent cinema and easily the most effective version of Dracula on record.
m/nosferatu,Phil Hall,False,Film Threat,Fresh,2.5/5,2007-10-26,It is difficult to watch Nosferatu simply because it is so hard to find a decent copy of the film.
m/nosferatu,Rob Humanick,False,Slant Magazine,Fresh,4/4,2007-11-26,Watching Nosferatu is like standing in the same room as death itself.
m/nosferatu,Stefan Birgir Stefansson,False,sbs.is,Fresh,4/4,2008-03-02,Still quite eerie
m/nosferatu,Variety Staff,True,Variety,Fresh,,2008-05-16,"Murnau proved his directorial artistry in Sunrise for Fox about three years earlier, but in this picture he's a master artisan demonstrating not only a knowledge of the subtler side of directing but in photography."
m/nosferatu,Dustin Putman,False,TheFilmFile.com,Fresh,3/4,2008-10-09,A landmark motion picture.
m/nosferatu,Cole Abaius,False,Film School Rejects,Fresh,,2009-02-11,"His body is twisted and perverted, gnarling in on itself and constantly invading the personal space of the people around him."
m/nosferatu,Scott Nash,False,Three Movie Buffs,Fresh,3/4,2009-03-24,"Contains some truly iconic moments, but too much of it, i.e. any scene without Orlock, is less than stellar."
m/nosferatu,Rob Gonsalves,False,eFilmCritic.com,Fresh,5/5,2009-07-13,Most likely the first horror film to express something beyond simple chills and thrills.
m/nosferatu,Donald J. Levit,False,ReelTalk Movie Reviews,Fresh,,2010-03-10,'Nosferatu' is worthwhile on two counts: mise-en-scne and the actor who is the title (and sole) vampire.
m/nosferatu,Mordaunt Hall,True,New York Times,Rotten,,2013-08-21,It is the sort of thing one could watch at midnight without its having much effect upon one's slumbering hours.
m/nosferatu,Kevin Thomas,True,Los Angeles Times,Fresh,,2013-08-21,"Never mind that much of the story of this first important screen version of the Dracula legend seems corny and dated, for what counts is its atmosphere and its images, which are timeless in their power."
m/nosferatu,Dennis Lim,True,Los Angeles Times,Fresh,,2013-08-21,"Less frightening than haunting, Murnau's film conjures a persistent atmosphere of dread and decay, thanks in part to Max Schreck's immortal performance as Orlok."
m/nosferatu,Michael Wilmington,True,Chicago Tribune,Fresh,4/4,2013-08-21,"It's not just a great horror movie. It's a poem of horror, a symphony of dread, a film so rapt, mysterious and weirdly lovely it haunts the mind long after it's over."
m/nosferatu,Alan Jones,False,Radio Times,Fresh,5/5,2013-08-21,"Count Orlock, played by the hideous Max Schreck, creeps through Murnau's archetypal silent imagery with a mesmerising authority that retains a surprising amount of tension."
m/nosferatu,Richard Brody,True,New Yorker,Fresh,,2013-08-21,"The metaphysical style is most vividly rendered by Murnau's obsessive use of point-of-view shots, which force a viewer to follow the characters into the abyss of their terrifying visions."
m/nosferatu,Peter Bradshaw,True,Guardian,Fresh,5/5,2013-10-24,There is pure expressionist inspiration in Murnau's juxtaposition of the malign wolves and the terrified old women: a poetry of fear.
m/nosferatu,Rich Cline,False,Shadows on the Wall,Fresh,5/5,2013-11-01,"Still one of the scariest, most unnerving films ever made."
m/nosferatu,Noel Murray,False,The Dissolve,Fresh,4/5,2013-11-19,"The movie's best effect is its star...He looks every bit like an actual demonic wild-thing, retrieved from deep within the German wilderness and trotted out to perform for Murnau's camera."
m/nosferatu,Christopher Long,False,Movie Metropolis,Fresh,9/10,2013-12-19,"Whatever your opinion regarding intellectual property, I'm sure you'll agree we're fortunate that the movie survived, even in its various contested and truncated forms."
m/nosferatu,Matt Brunson,False,Creative Loafing,Fresh,4/4,2014-04-18,Nosferatu remains the best vampire movie of all time. It possesses a strain of sheer dread not captured by any subsequent bloodsucker film.
m/nosferatu,Andrew Lowry,False,Total Film,Fresh,4/5,2014-10-14,Nosferatu is the seminal moment for horror cinema.
m/nosferatu,Tom Huddleston,True,Time Out,Fresh,,2014-10-14,"So this is it: ground zero, the birth of horror cinema."
m/nosferatu,Leslie Combemale,False,Cinema Siren,Fresh,,2019-08-02,One of the best and most beautiful horror classics.
m/nosferatu,PJ Nabarro,False,Patrick Nabarro,Fresh,5/5,2019-11-01,"Completely lacking in gratuity and malice: it creates all of its dramatic effect from the simple interplay between light and dark, and the suggestion of Nosferatu's diabolism."
m/nosferatu,Pamela Hutchinson,False,Silent London,Fresh,,2020-03-26,"It's remarkable, by contrast with all the films that have appropriated the stair shot, that Murnau's Nosferatu avoids any such shortcuts: turning leafy landscapes into places of horror, playing violence as romance, and romance as violence."
m/nosferatu,Holly Edwards,False,Film Inquiry,Fresh,,2020-05-30,"F.W Murnau's 1922 Gothic masterpiece in many ways, paved the way for genre horror films and completely encapsulated audiences at the time of its release."
m/nosferatu_the_vampyre,Mark R. Leeper,False,rec.arts.movies.reviews,Fresh,,2000-01-01,While the film is a color film -- just barely -- and a sound film -- just barely -- it comes off as if Herzog had contritely decided to subject himself to the limitations and constraints of the pre-sound classics.
m/nosferatu_the_vampyre,David Keyes,False,Cinemaphile.org,Fresh,3.5/4,2000-01-01,The movie challenges us with images and emotions that have hardly ever been seen before.
m/nosferatu_the_vampyre,James Berardinelli,True,ReelViews,Fresh,3.5/4,2000-01-01,"Nosferatu the Vampyre may not be scary in a traditional sense, but it is not easily forgotten."
m/nosferatu_the_vampyre,Robert Roten,False,Laramie Movie Scope,Fresh,3/5,2001-01-01,
m/nosferatu_the_vampyre,John J. Puccio,False,Movie Metropolis,Fresh,8/10,2001-05-07,"...a respectful remake...it is moody, mesmeric, and entrancing."
m/nosferatu_the_vampyre,James Kendrick,False,Q Network Film Desk,Fresh,3.5/4,2002-07-21,"Slow, contemplative, and strikingly evocative"
m/nosferatu_the_vampyre,Matt Brunson,False,Creative Loafing,Fresh,4/5,2002-07-29,
m/nosferatu_the_vampyre,Gary Arnold,True,Washington Post,Rotten,,2002-08-07,"A maddening case, this Herzog: Beneath the klutzy dramaturgy and simplistic ideology there's a genuine cinematic poet who occasionally breaks out."
m/nosferatu_the_vampyre,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Fresh,4.5/5,2002-08-26,"A true modern classic of horror that should be seen by any fan of the genre -- and any fan of cinema, for that matter."
m/nosferatu_the_vampyre,Mark Palermo,False,"The Coast (Halifax, Nova Scotia)",Fresh,5/5,2002-10-13,
m/nosferatu_the_vampyre,Philip Martin,False,Arkansas Democrat-Gazette,Fresh,3/5,2002-12-02,
m/nosferatu_the_vampyre,Rob Vaux,False,Flipside Movie Emporium,Fresh,4/5,2002-12-04,"Herzog's reimagining can't match the original, but still gives it a unique, intensely creepy spin."
m/nosferatu_the_vampyre,Luis Martinez,False,Cinenganos,Fresh,5/5,2003-02-08,The father of the vampire movies. Despite the black & white is very frightening.
m/nosferatu_the_vampyre,Frederic and Mary Ann Brussat,False,Spirituality & Practice,Fresh,,2004-01-27,Nosferatu explores the Dracula legend in a way that is both serious and seductive.
m/nosferatu_the_vampyre,Victoria Alexander,False,FilmsInReview.com,Fresh,5/5,2004-05-31,Kinski and Herzog frighten Nosferatu.
m/nosferatu_the_vampyre,Leo Goldsmith,False,Not Coming to a Theater Near You,Fresh,,2004-11-01,"As with the film's more naturalistic elements, Herzog's camera hangs back from the action, observing Kinski's slow, spidery movements and terrifying outbursts of bloodlust"
m/nosferatu_the_vampyre,Michael A. Smith,False,Nolan's Pop Culture Review,Fresh,4/5,2005-01-01,"To be honest, Kinski would scare me if I met him on the street!"
m/nosferatu_the_vampyre,Matt Bailey,False,Not Coming to a Theater Near You,Fresh,5/5,2005-01-14,
m/nosferatu_the_vampyre,Enrique Buchichio,False,Uruguay Total,Fresh,3/5,2005-02-16,
m/nosferatu_the_vampyre,Vincent Canby,True,New York Times,Fresh,3/5,2005-05-09,"It's funny without being silly, eerie without being foolish and uncommonly beautiful in a way that has nothing to do with mere prettiness."
m/nosferatu_the_vampyre,Walter Chaw,False,Film Freak Central,Fresh,3/4,2005-05-17,The film's reason for being (it's a shrine to Herzog's favourite German director) is also the end of the conversation.
m/nosferatu_the_vampyre,Emanuel Levy,False,EmanuelLevy.Com,Fresh,4/5,2005-06-19,
